"","x"
"PC1",54.6198149439886
"PC2",19.3349776541629
"PC3",9.82994330465909
"PC4",4.39073154055095
"PC5",3.25384101968371
"PC6",2.57354096901293
"PC7",1.51427414069192
"PC8",1.22832010993346
"PC9",0.900408522582292
"PC10",0.698737274658035
"PC11",0.619939463438865
"PC12",0.438808925538044
"PC13",0.16977623802197
"PC14",0.156658723057299
"PC15",0.116607993261668
"PC16",0.081498342188432
"PC17",0.0721208345699036
