""," 偏回帰係数","標準誤差","t値","P値","標準化偏回帰係数","トレランス"
"PC1",-14.7167407369739,0.720534569763271,-20.4247531687606,8.58400041421696e-16,-0.948014332761251,1
"PC2",-5.93350233743398,1.21103891041203,-4.89951419927146,6.72170254945191e-05,-0.227410811092728,1
"PC3",1.69968117264742,1.69845649795855,1.00072105154906,0.327842220543598,0.0464484389175115,1
"定数項",501.038461538462,2.19560593005068,228.200541217748,1.28098571916245e-38,NA,NA
