"","x"
"Q2",1664.29538461538
"Q3",1925.81538461538
"Q4",1378.16615384615
"Q5",1923.37384615385
"Q6",2439.32461538462
"Q7",2115.86461538462
"Q8",1174.79384615385
"Q9",3302.88
"Q10",1859.86615384615
"Q11",1591.61846153846
"Q12",8083.20615384615
"Q13",5514.37538461538
"Q14",4580.33846153846
"Q15",1703.54461538462
"Q16",1102.03846153846
"Q17",909.784615384615
"Q18",1741.69846153846
