"","x"
"PC1",29.652315374972
"PC2",42.9920408458252
"PC3",54.6924315515381
"PC4",63.2032799470434
"PC5",69.2874855110627
"PC6",74.1014636812833
"PC7",78.7361275121911
"PC8",82.5718479019351
"PC9",86.0424841972896
"PC10",88.6596060594307
"PC11",91.0548729610173
"PC12",93.1355709750619
"PC13",95.0641877411824
"PC14",96.694731335073
"PC15",97.985484865253
"PC16",99.1692138385538
"PC17",100
