"","x"
"PC1",29.652315374972
"PC2",13.3397254708532
"PC3",11.700390705713
"PC4",8.51084839550525
"PC5",6.08420556401926
"PC6",4.81397817022061
"PC7",4.63466383090782
"PC8",3.83572038974402
"PC9",3.47063629535449
"PC10",2.61712186214107
"PC11",2.39526690158663
"PC12",2.08069801404457
"PC13",1.92861676612054
"PC14",1.6305435938906
"PC15",1.29075353017994
"PC16",1.18372897330086
"PC17",0.830786161446152
