"","x"
"Q2",1.23598130841122
"Q3",1.63127379716165
"Q4",1.65697473174109
"Q5",1.90342679127726
"Q6",1.76003807545864
"Q7",2.12971616476289
"Q8",1.70188646590516
"Q9",3.16744548286604
"Q10",2.58800623052959
"Q11",1.26090342679128
"Q12",3.2242125302873
"Q13",2.4018691588785
"Q14",2.73831775700935
"Q15",1.99472135687089
"Q16",2.43786777431637
"Q17",1.94080996884735
"Q18",2.23355832467982
