"","x"
"Q2",1.11174696240251
"Q3",1.27721329352683
"Q4",1.28723530550599
"Q5",1.37964734308346
"Q6",1.32666426629296
"Q7",1.459354708343
"Q8",1.30456370710869
"Q9",1.77973185701275
"Q10",1.60872814065323
"Q11",1.12289956220104
"Q12",1.79560923652316
"Q13",1.54979648950387
"Q14",1.65478631762815
"Q15",1.41234604713961
"Q16",1.56136727720174
"Q17",1.39312955924686
"Q18",1.49450939263687
